Unnamed: 0,PIDM,term_code,gid,admit_term,degree.x,major_code,college.x,major.x,stu_type,stu_level.x,high_school_grad_year,high_school_grad_month,hs_gpa,sat_total,sat_new_readwrit,sat_new_math,act_composite,act_eng,act_math,gid_tests,test_date,activity_date,test_code,test_score,gid_hsmath,hsmath_course,hsmath_grade,gid_courses,term,student_campus,event,campus_code,course_number,section_number,subj_code,section_type,credit_levl,course_credits,reg_status,grade,grade_category,course_number_updated,course_level,PIDM_course_number_term,ERM_SCORE
26808,2095776,202170,-2851564,202170.0,Bachelor of Science,COMP,College of Engineering,Computer Engineering,N,UG,2021.0,5.0,3.57,,,,21.0,20.0,22.0,-2851564,2021-07-14 01:34:00,2021-07-14 01:34:00,ZCMP,400.032,-2851564.0,HSM50,A-,-2851564,202170,MZZ,202170EOT,Z,151Q,4,M,L,UG,4,RW,B-,Successful,151Q,400,2095776_151Q_202170,40.0
26814,2095778,202170,-2851566,202170.0,Bachelor of Science,EE,College of Engineering,Electrical Engineering,N,UG,2021.0,5.0,3.52,,,,20.0,22.0,19.0,-2851566,2021-08-16 01:33:46,2021-08-16 01:33:46,ZCMP,300.032,-2851566.0,HSM50,B,-2851566,202170,MZZ,202170EOT,Z,121Q,15,M,L,UG,3,RW,B,Successful,121Q,300,2095778_121Q_202170,30.0
26869,2095781,202170,-2851569,202170.0,Bachelor of Science,PBUS,College of Business,Pre-Business,N,UG,2021.0,5.0,3.79,,,,24.0,25.0,24.0,-2851569,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,300.001,-2851569.0,HSM70,,-2851569,202170,MZZ,202170EOT,ZGC,121Q,902,M,L,UG,3,RW,C,Unsuccessful,Combo3,250,2095781_121Q_202170,
26873,2095784,202170,-2851572,202170.0,Bachelor of Science,EE,College of Engineering,Electrical Engineering,N,UG,2021.0,5.0,3.92,,,,30.0,28.0,25.0,-2851572,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,400.001,-2851572.0,HSM50,A,-2851572,202170,MZZ,202170EOT,Z,151Q,6,M,L,UG,4,RW,A,Successful,151Q,400,2095784_151Q_202170,25.0
26882,2095788,202170,-2851576,202170.0,Bachelor of Science,AGBU,College of Agriculture,Agricultural Business,N,UG,2021.0,4.0,3.83,,,,25.0,23.0,26.0,-2851576,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,400.001,-2851576.0,HSM60,A+,-2851576,202170,MZZ,202170EOT,Z,151Q,4,M,L,UG,4,RW,C+,Unsuccessful,151Q,400,2095788_151Q_202170,
26888,2095789,202170,-2851577,202170.0,Bachelor of Science,SOCR,College of Letters & Science,Sociology,N,UG,2021.0,5.0,2.9,,,,20.0,23.0,19.0,-2851577,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,150.001,-2851577.0,HSM60,,-2851577,202170,MZZ,202170EOT,ZGC,105Q,903,M,L,UG,3,W,W,Unsuccessful,Combo1,150,2095789_105Q_202170,15.0
26889,2095789,202170,-2851577,202170.0,Bachelor of Science,SOCR,College of Letters & Science,Sociology,N,UG,2021.0,5.0,2.9,,,,20.0,23.0,19.0,-2851577,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,150.001,-2851577.0,HSM60,,-2851577,202170,MZZ,202170EOT,ZGC,090,31,M,L,UG,4,RE,B*,Successful,Combo2,100,2095789_090_202170,15.0
26898,2095790,202170,-2851578,202170.0,Bachelor of Science,US,University College,University Studies,N,UG,2021.0,5.0,3.8,,,,20.0,20.0,18.0,-2851578,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,150.001,-2851578.0,HSM80,,-2851578,202170,MZZ,202170EOT,Z,216Q,1,STAT,L,UG,3,RW,C,Unsuccessful,216Q,300,2095790_216Q_202170,
26901,2095793,202170,-2851581,202170.0,Bachelor of Science,PBFN,College of Business,Pre-Business,N,UG,2021.0,5.0,4.0,,,,24.0,27.0,22.0,-2851581,2021-03-27 01:32:55,2021-03-27 01:32:55,ZCMP,300.005,-2851581.0,HSM70,,-2851581,202170,MZZ,202170EOT,Z,121Q,10,M,L,UG,3,RE,A,Successful,121Q,300,2095793_121Q_202170,
26909,2095805,202170,-2851593,202170.0,Bachelor of Science,COMP,College of Engineering,Computer Engineering,N,UG,2021.0,5.0,4.0,,,,24.0,22.0,25.0,-2851593,2021-07-17 01:35:31,2021-07-17 01:35:31,ZCMP,450.013,-2851593.0,HSM60,A,-2851593,202170,MZZ,202170EOT,Z,151Q,3,M,L,UG,4,RW,A,Successful,151Q,400,2095805_151Q_202170,30.0
26928,2095807,202170,-2851595,202170.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,2021.0,5.0,4.0,1310.0,630.0,680.0,27.0,25.0,30.0,-2851595,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,500.001,-2851595.0,HSM80,A,-2851595,202170,MZZ,202170EOT,Z,171Q,2,M,L,UG,4,RW,B,Successful,171Q,500,2095807_171Q_202170,
27184,2095837,202170,-2851624,202170.0,Bachelor of Science,US,University College,University Studies,N,UG,2021.0,6.0,3.57,,,,22.0,20.0,25.0,-2851624,2020-12-06 01:32:30,2020-12-06 01:32:31,ZCMP,400.001,-2851624.0,HSM50,B+,-2851624,202170,MZZ,202170EOT,Z,151Q,24,M,L,UG,4,RE,D,Unsuccessful,151Q,400,2095837_151Q_202170,
27197,2095838,202030,-2851625,202030.0,Non Degree,NDDE,Gallatin College,Non-Degree Dual Enrolled HS,H,UG,,,,,,,22.0,20.0,20.0,-2851625,2021-08-16 01:33:46,2021-08-16 01:33:46,ZCMP,400.032,-2851625.0,HSM50,D+,-2851625,202170,MZZ,202170EOT,Z,216Q,12,STAT,L,UG,3,RW,F,Unsuccessful,216Q,300,2095838_216Q_202170,40.0
27213,2095839,202370,-2851626,202370.0,Bachelor of Science,BUFN,College of Business,Business,T,UG,2021.0,6.0,2.82,,,,21.0,16.0,17.0,-2851626,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,150.001,-2851626.0,HSM50,,-2851626,202370,MZZ,202370EOT,Z,161Q,3,M,L,UG,4,RE,C-,Unsuccessful,161Q,400,2095839_161Q_202370,
27218,2095854,202170,-2851640,202170.0,Bachelor of Science,MBOA,College of Agriculture,Microbiology,N,UG,2021.0,6.0,4.0,1180.0,590.0,590.0,23.0,23.0,25.0,-2851640,2020-12-15 01:32:52,2020-12-15 01:32:52,ZCMP,400.001,-2851640.0,HSM50,A,-2851640,202170,MZZ,202170EOT,Z,161Q,3,M,L,UG,4,RW,A,Successful,161Q,400,2095854_161Q_202170,
27225,2095858,202170,-2851644,202170.0,Bachelor of Arts,PFLM,College of Arts & Architecture,Film Foundations,N,UG,2021.0,6.0,3.86,,,,17.0,16.0,18.0,-2851644,2021-08-10 01:32:23,2021-08-10 01:32:23,ZCMP,300.032,-2851644.0,HSM50,B,-2851644,202170,MZZ,202170EOT,Z,121Q,14,M,L,UG,3,RW,A-,Successful,121Q,300,2095858_121Q_202170,30.0
27227,2095859,202170,-2851645,202170.0,Bachelor of Science,PBMK,College of Business,Pre-Business,N,UG,2021.0,6.0,3.76,,,,18.0,17.0,19.0,-2851645,2021-07-16 01:34:54,2021-07-16 01:34:54,ZCMP,300.032,-2851645.0,HSM50,B,-2851645,202170,MZZ,202170EOT,Z,121Q,9,M,L,UG,3,RW,B,Successful,121Q,300,2095859_121Q_202170,30.0
27239,2095860,202170,-2851646,202170.0,Bachelor of Science,BLBE,College of Letters & Science,Biological Sciences,N,UG,2021.0,6.0,3.62,,,,27.0,23.0,25.0,-2851646,2021-03-16 01:33:18,2021-03-16 01:33:18,ZCMP,400.001,-2851646.0,HSM50,B+,-2851646,202170,MZZ,202170EOT,Z,161Q,10,M,L,UG,4,W,W,Unsuccessful,161Q,400,2095860_161Q_202170,
27243,2095861,202170,-2851647,202170.0,Bachelor of Science,FNDS,College of Education/HHD,Food and Nutrition,N,UG,2021.0,6.0,3.85,,,,12.0,11.0,15.0,-2851647,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,150.005,-2851647.0,HSM60,A-,-2851647,202170,MZZ,202170EOT,ZGO,090,891,M,L,UG,4,RE,B*,Successful,090,150,2095861_090_202170,
27256,2095862,202170,-2851648,202170.0,Bachelor of Science,COMP,College of Engineering,Computer Engineering,N,UG,2021.0,6.0,3.54,,,,28.0,21.0,29.0,-2851648,2020-12-11 01:32:41,2020-12-11 01:32:41,ZCMP,500.001,-2851648.0,HSM50,A-,-2851648,202170,MZZ,202170EOT,Z,171Q,7,M,L,UG,4,RW,B-,Successful,171Q,500,2095862_171Q_202170,
27293,2095863,202130,-2851649,202130.0,Bachelor of Fine Arts,ARTG,College of Arts & Architecture,Art,N,UG,,,3.5,,,,,,,-2851649,2020-12-11 01:32:41,2020-12-11 01:32:41,ZCMP,300.032,,,,-2851649,202170,MZZ,202170EOT,ZO,105Q,801,M,L,UG,3,RE,C+,Unsuccessful,105Q,290,2095863_105Q_202170,
27295,2095864,202230,-2851650,202230.0,Non Degree,NDDE,Gallatin College,Non-Degree Dual Enrolled HS,H,UG,2022.0,6.0,3.95,,,,29.0,29.0,26.0,-2851650,2022-07-14 01:33:48,2022-07-14 01:33:48,ZCMP,450.013,-2851650.0,HSM80,A-,-2851650,202270,MZZ,202270EOT,Z,151Q,10,M,L,UG,4,RW,B,Successful,151Q,400,2095864_151Q_202270,
27392,2095870,202170,-2851656,202170.0,Bachelor of Arts,PEVD,College of Arts & Architecture,Environmental Dsgn Foundations,N,UG,2021.0,6.0,3.38,,,,18.0,15.0,16.0,-2851656,2020-12-09 01:32:51,2020-12-09 01:32:51,ZCMP,150.005,-2851656.0,HSM50,B,-2851656,202170,MZZ,202170EOT,ZGC,090,906,M,L,UG,4,RW,B*,Successful,Combo2,100,2095870_090_202170,
27441,2095871,202170,-2851657,202170.0,Bachelor of Science,PBMG,College of Business,Pre-Business,N,UG,2021.0,5.0,3.29,,,,18.0,20.0,16.0,-2851657,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,150.005,,,,-2851657,202170,MZZ,202170EOT,ZGC,090,901,M,L,UG,4,RE,B+*,Successful,Combo2,100,2095871_090_202170,
27445,2095873,202170,-2851659,202170.0,Bachelor of Science,US,University College,University Studies,N,UG,2021.0,6.0,3.86,1370.0,710.0,660.0,32.0,32.0,27.0,-2851659,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,500.001,-2851659.0,HSM60,A,-2851659,202270,MZZ,202270EOT,Z,161Q,13,M,L,UG,4,RW,A,Successful,161Q,400,2095873_161Q_202270,
27452,2095877,202170,-2851663,202170.0,Bachelor of Science,PBMG,College of Business,Pre-Business,N,UG,2021.0,6.0,3.75,,,,19.0,15.0,21.0,-2851663,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,300.005,-2851663.0,HSM50,B+,-2851663,202170,MZZ,202170EOT,ZGO,121Q,892,M,L,UG,3,RW,B,Successful,121Q,300,2095877_121Q_202170,
27457,2095881,202170,-2851667,202170.0,Bachelor of Science,US,University College,University Studies,N,UG,2021.0,6.0,3.8,,,,19.0,20.0,18.0,-2851667,2020-12-19 01:33:09,2020-12-19 01:33:09,ZCMP,150.001,-2851667.0,HSM60,B-,-2851667,202170,MZZ,202170EOT,ZGC,090,913,M,L,UG,4,RW,B*,Successful,Combo2,100,2095881_090_202170,
27519,2095884,202130,-2851670,202130.0,Non Degree,NDDE,Gallatin College,Non-Degree Dual Enrolled HS,H,UG,2021.0,6.0,3.38,,,,16.0,14.0,16.0,-2851670,2020-12-23 01:31:59,2020-12-23 01:31:59,ZCMP,150.005,-2851670.0,HSM80,A,-2851670,202170,MZZ,202170EOT,ZGC,090,902,M,L,UG,4,RW,D*,Unsuccessful,Combo2,100,2095884_090_202170,
28521,2095885,202170,-2851671,202170.0,Bachelor of Arts,PEVD,College of Arts & Architecture,Environmental Dsgn Foundations,N,UG,2021.0,5.0,3.94,,,,21.0,21.0,23.0,-2851671,2021-08-25 01:32:13,2021-08-25 01:32:13,ZCMP,400.032,,,,-2851671,202170,MZZ,202170EOT,Z,151Q,1,M,L,UG,4,RE,B+,Successful,151Q,400,2095885_151Q_202170,40.0
28522,2095890,202130,-2851676,202130.0,Non Degree,NDDE,Gallatin College,Non-Degree Dual Enrolled HS,H,UG,,,3.96,,,,28.0,30.0,25.0,-2851676,2020-11-06 01:32:21,2020-11-06 01:32:21,ZCMP,400.001,-2851676.0,HSM60,A,-2851676,202170,MZZ,202170EOT,Z,216Q,11,STAT,L,UG,3,RW,B-,Successful,216Q,300,2095890_216Q_202170,
28531,2095898,202130,-2851684,202130.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,2020.0,11.0,2.96,,,,,,,-2851684,2021-01-01 01:33:08,2021-01-01 01:33:08,ZCMP,400.032,,,,-2851684,202170,MZZ,202170EOT,Z,171Q,1,M,L,UG,4,RW,C+,Unsuccessful,171Q,500,2095898_171Q_202170,
28535,2095900,202170,-2851686,202170.0,Bachelor of Arts,PEVD,College of Arts & Architecture,Environmental Dsgn Foundations,N,UG,2021.0,5.0,3.6,,,,21.0,16.0,27.0,-2851686,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,500.001,-2851686.0,HSM50,A,-2851686,202170,MZZ,202170EOT,Z,151Q,4,M,L,UG,4,RW,B,Successful,151Q,400,2095900_151Q_202170,
28539,2095905,202170,-2851691,202170.0,Bachelor of Science,PVTM,College of Agriculture,Pre-Veterinary Medicine,N,UG,2021.0,5.0,3.76,,,,18.0,16.0,16.0,-2851691,2021-11-23 01:38:32,2021-11-23 01:38:32,ZCMP,250.032,-2851691.0,HSM40,,-2851691,202230,MZZ,202230EOT,ZGC,121Q,902,M,L,UG,3,RE,C,Unsuccessful,Combo3,250,2095905_121Q_202230,25.0
28541,2095906,202170,-2851692,202170.0,Bachelor of Science,HEEN,College of Education/HHD,Health Enhancement K-12,N,UG,2021.0,5.0,3.45,,,,,,,-2851692,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,0.0,-2851692.0,HSM60,B-,-2851692,202170,MZZ,202170EOT,Z,161Q,12,M,L,UG,4,W,W,Unsuccessful,161Q,400,2095906_161Q_202170,
28545,2095918,202170,-2851704,202170.0,Bachelor of Science,PSCS,College of Agriculture,Plant Science,N,UG,2021.0,5.0,3.98,,,,26.0,24.0,29.0,-2851704,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,500.001,-2851704.0,HSM50,A+,-2851704,202170,MZZ,202170EOT,Z,151Q,1,M,L,UG,4,RW,A,Successful,151Q,400,2095918_151Q_202170,
28564,2095922,202170,-2851708,202170.0,Bachelor of Science,HEHE,College of Education/HHD,Health and Human Performance,N,UG,2021.0,5.0,3.96,,,,27.0,27.0,27.0,-2851708,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,500.001,-2851708.0,HSM60,A,-2851708,202170,MZZ,202170EOT,Z,161Q,12,M,L,UG,4,RW,A,Successful,161Q,400,2095922_161Q_202170,
28596,2095923,202170,-2851709,202170.0,Bachelor of Science,PSYX,College of Letters & Science,Psychology,N,UG,2021.0,5.0,1.96,,,,20.0,17.0,18.0,-2851709,2021-04-01 01:33:47,2021-04-01 01:33:47,ZCMP,150.001,-2851709.0,HSM30,,-2851709,202230,MZZ,202230EOT,ZGC,105Q,904,M,L,UG,3,RW,F,Unsuccessful,Combo1,150,2095923_105Q_202230,
28599,2095928,202070,-2851714,202070.0,Bachelor of Science,US,University College,University Studies,N,UG,,,3.55,1080.0,520.0,560.0,26.0,25.0,25.0,-2851714,2020-05-28 11:03:30,2020-05-28 11:03:30,ZCMP,400.001,-2851714.0,HSM80,,-2851714,202170,MZZ,202170EOT,Z,216Q,8,STAT,L,UG,3,RW,B-,Successful,216Q,300,2095928_216Q_202170,
28602,2095934,202170,-2851720,202170.0,Bachelor of Science,ASSE,College of Agriculture,Animal Science,N,UG,2021.0,5.0,3.51,,,,16.0,13.0,15.0,-2851720,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,150.005,-2851720.0,HSM50,,-2851720,202170,MZZ,202170EOT,ZGC,090,915,M,L,UG,4,RW,C*,Unsuccessful,Combo2,100,2095934_090_202170,
28603,2095937,202170,-2851723,202170.0,Bachelor of Science,PMED,College of Letters & Science,Pre-Medicine,N,UG,2021.0,5.0,3.24,,,,17.0,15.0,20.0,-2851723,2021-07-27 01:34:22,2021-07-27 01:34:22,ZCMP,400.032,-2851723.0,HSM60,,-2851723,202170,MZZ,202170EOT,Z,216Q,11,STAT,L,UG,3,RW,C,Unsuccessful,216Q,300,2095937_216Q_202170,40.0
28609,2095946,202170,-2851732,202170.0,Bachelor of Science,US,University College,University Studies,N,UG,2021.0,5.0,3.67,,,,21.0,22.0,21.0,-2851732,2021-05-07 01:33:53,2021-05-07 01:33:53,ZCMP,300.005,-2851732.0,HSM80,A,-2851732,202230,MZZ,202230EOT,Z,132,2,M,L,UG,3,RE,C,Unsuccessful,132,300,2095946_132_202230,
28616,2096158,202070,-2851942,202070.0,Bachelor of Science,PMED,College of Letters & Science,Pre-Medicine,N,UG,,,3.8,1340.0,650.0,690.0,28.0,32.0,25.0,-2851942,2020-05-28 11:03:30,2020-05-28 11:03:30,ZCMP,500.002,,,,-2851942,202230,MZZ,202230EOT,Z,161Q,3,M,L,UG,4,RW,B-,Successful,161Q,400,2096158_161Q_202230,
28619,2096166,202070,-2851950,202070.0,Bachelor of Science,GENG,College of Engineering,General Engineering,N,UG,2020.0,5.0,4.0,,,,22.0,23.0,28.0,-2851950,2020-05-28 11:03:30,2020-05-28 11:03:30,ZCMP,500.001,,,,-2851950,202170,MZZ,202170EOT,Z,216Q,15,STAT,L,UG,3,RW,A,Successful,216Q,300,2096166_216Q_202170,
28628,2096194,202070,-2851978,202070.0,Bachelor of Science,HEKI,College of Education/HHD,Health and Human Performance,N,UG,,,4.0,,,,31.0,34.0,29.0,-2851978,2020-05-28 11:03:30,2020-05-28 11:03:30,ZCMP,500.001,-2851978.0,HSM80,,-2851978,202230,MZZ,202230EOT,Z,216Q,4,STAT,L,UG,3,RW,B+,Successful,216Q,300,2096194_216Q_202230,
28629,2096221,202170,-2852004,202170.0,Bachelor of Science,BLFM,College of Letters & Science,Biological Sciences,N,UG,,,4.0,,,,27.0,26.0,25.0,-2852004,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,400.001,-2852004.0,HSM70,,-2852004,202270,MZZ,202270EOT,Z,216Q,5,STAT,L,UG,3,RW,C,Unsuccessful,216Q,300,2096221_216Q_202270,
28633,2096232,202170,-2852014,202170.0,Bachelor of Science,ELED,College of Education/HHD,Elementary Education K-8,N,UG,2021.0,6.0,4.0,1280.0,690.0,590.0,,,,-2852014,2021-06-17 01:32:27,2021-06-17 01:32:27,ZCMP,400.002,-2852014.0,HSM50,A-,-2852014,202170,MZZ,202170EOT,Z,132,4,M,L,UG,3,RE,A,Successful,132,300,2096232_132_202170,
28664,2096241,202170,-2852023,202170.0,Bachelor of Science,ESGL,College of Letters & Science,Earth Sciences,N,UG,2021.0,5.0,4.0,,,,,,,-2852023,2021-08-26 01:33:32,2021-08-26 01:33:32,ZCMP,300.016,-2852023.0,HSM70,,-2852023,202170,MZZ,202170EOT,Z,121Q,17,M,L,UG,3,RE,F,Unsuccessful,121Q,300,2096241_121Q_202170,
28665,2096341,202070,-2852122,202070.0,Bachelor of Science,HEHE,College of Education/HHD,Health and Human Performance,N,UG,,,2.68,1060.0,540.0,520.0,,,,-2852122,2020-05-28 11:03:31,2020-05-28 11:03:31,ZCMP,150.006,,,,-2852122,202170,MZZ,202170EOT,Z,161Q,8,M,L,UG,4,W,W,Unsuccessful,161Q,400,2096341_161Q_202170,
28666,2096353,202070,-2852134,202070.0,Bachelor of Science,PMED,College of Letters & Science,Pre-Medicine,N,UG,,,3.0,,,,18.0,15.0,20.0,-2852134,2020-05-28 11:03:31,2020-05-28 11:03:31,ZCMP,150.005,-2852134.0,HSM60,,-2852134,202170,MZZ,202170EOT,ZGO,121Q,891,M,L,UG,3,WD,W,Unsuccessful,121Q,300,2096353_121Q_202170,
28669,2096363,202170,-2852143,202170.0,Bachelor of Science,PHPR,College of Letters & Science,Physics,N,UG,2021.0,5.0,3.81,1430.0,740.0,690.0,32.0,33.0,31.0,-2852143,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,500.001,-2852143.0,HSM70,A,-2852143,202170,MZZ,202170EOT,Z,171Q,4,M,L,UG,4,RW,F,Unsuccessful,171Q,500,2096363_171Q_202170,40.0
28687,2096365,202070,-2852145,202070.0,Bachelor of Science,ASEQ,College of Agriculture,Animal Science,N,UG,,,3.7,,,,21.0,20.0,18.0,-2852145,2020-05-28 11:03:31,2020-05-28 11:03:31,ZCMP,150.001,,,,-2852145,202270,MZZ,202270EOT,Z,216Q,5,STAT,L,UG,3,RW,C,Unsuccessful,216Q,300,2096365_216Q_202270,
28689,2096377,202070,-2852156,202070.0,Bachelor of Science,COMP,College of Engineering,Computer Engineering,N,UG,,,3.6,1220.0,620.0,600.0,,,,-2852156,2020-05-28 11:03:31,2020-05-28 11:03:31,ZCMP,400.002,,,,-2852156,202330,MZZ,202330EOT,Z,216Q,5,STAT,L,UG,3,RW,B,Successful,216Q,300,2096377_216Q_202330,
28692,2096384,202070,-2852163,202070.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,2020.0,5.0,3.46,,,,21.0,20.0,22.0,-2852163,2020-07-09 01:31:53,2020-07-09 01:31:53,ZCMP,290.005,,,,-2852163,202170,MZZ,202170EOT,ZGC,121Q,913,M,L,UG,3,W,W,Unsuccessful,Combo3,250,2096384_121Q_202170,
28698,2096396,202270,-2852175,202270.0,Bachelor of Arts,PEVD,College of Arts & Architecture,Environmental Dsgn Foundations,N,UG,2022.0,5.0,3.93,950.0,500.0,450.0,,,,-2852175,2022-07-18 01:32:55,2022-07-18 01:32:55,ZCMP,400.032,-2852175.0,HSM60,B,-2852175,202270,MZZ,202270EOT,Z,151Q,2,M,L,UG,4,RW,C+,Unsuccessful,151Q,400,2096396_151Q_202270,40.0
28709,2096407,202170,-2852185,202170.0,Associate of Arts,AA,Gallatin College,Associate of Arts,N,UG,2021.0,2.0,3.28,,,,22.0,23.0,17.0,-2852185,2021-06-04 01:34:09,2021-06-04 01:34:09,ZCMP,150.001,,,,-2852185,202230,MGG,202230EOT,ZGC,090,906,M,L,UG,4,RE,A*,Successful,Combo2,100,2096407_090_202230,
28724,2096418,202170,-2852196,202170.0,Bachelor of Arts,PEVD,College of Arts & Architecture,Environmental Dsgn Foundations,N,UG,,,4.0,1000.0,520.0,480.0,20.0,21.0,17.0,-2852196,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,150.001,-2852196.0,HSM50,A,-2852196,202170,MZZ,202170EOT,Z,151Q,8,M,L,UG,4,RW,A,Successful,151Q,400,2096418_151Q_202170,
28731,2096550,202170,-2852328,202170.0,Bachelor of Science,US,University College,University Studies,N,UG,2021.0,5.0,3.64,,,,17.0,17.0,17.0,-2852328,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,150.001,-2852328.0,HSM70,,-2852328,202170,MZZ,202170EOT,ZGC,090,913,M,L,UG,4,RW,B*,Successful,Combo2,100,2096550_090_202170,
28977,2096558,202370,-2852336,202370.0,Bachelor of Science,CHE,College of Engineering,Chemical Engineering,T,UG,,,,,,,,,,-2852336,2023-02-23 01:31:58,2023-02-23 01:31:58,ZCMP,0.0,,,,-2852336,202370,MZZ,202370EOT,Z,171Q,9,M,L,UG,4,RW,B+,Successful,171Q,500,2096558_171Q_202370,
28978,2096567,202070,-2852345,202070.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,,,3.81,,,,25.0,24.0,25.0,-2852345,2020-06-19 01:49:33,2020-06-19 01:49:33,ZCMP,400.001,,,,-2852345,202170,MZZ,202170EOT,Z,161Q,16,M,L,UG,4,RE,B-,Successful,161Q,400,2096567_161Q_202170,
28984,2096604,202170,-2852382,202170.0,Bachelor of Science,PBUS,College of Business,Pre-Business,N,UG,2021.0,1.0,3.85,,,,26.0,22.0,26.0,-2852382,2021-03-05 01:33:21,2021-03-05 01:33:21,ZCMP,400.001,-2852382.0,HSM60,A,-2852382,202170,MZZ,202170EOT,Z,216Q,8,STAT,L,UG,3,RW,C,Unsuccessful,216Q,300,2096604_216Q_202170,
28989,2096649,202070,-2852423,202070.0,Bachelor of Science,PBMG,College of Business,Pre-Business,N,UG,,,3.5,1190.0,560.0,630.0,,,,-2852423,2020-05-28 11:03:31,2020-05-28 11:03:31,ZCMP,400.002,,,,-2852423,202170,MZZ,202170EOT,Z,216Q,11,STAT,L,UG,3,RW,C+,Unsuccessful,216Q,300,2096649_216Q_202170,
28990,2096663,202070,-2852437,202070.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,,,3.18,,,,,,,-2852437,2020-05-28 11:03:31,2020-05-28 11:03:31,ZCMP,0.0,,,,-2852437,202370,MZZ,202370EOT,Z,121Q,5,M,L,UG,3,RE,C,Unsuccessful,121Q,300,2096663_121Q_202370,
28991,2096668,202070,-2852442,202070.0,Bachelor of Science,US,University College,University Studies,N,UG,,,3.0,980.0,490.0,490.0,,,,-2852442,2020-05-28 11:03:31,2020-05-28 11:03:31,ZCMP,150.002,-2852442.0,HSM70,,-2852442,202170,MGG,202170EOT,ZGC,121Q,910,M,L,UG,3,RW,C,Unsuccessful,Combo3,250,2096668_121Q_202170,
28994,2096721,202270,-2852496,202270.0,Bachelor of Science,ENES,College of Agriculture,Environmental Sciences,N,UG,2022.0,5.0,4.0,1130.0,570.0,560.0,24.0,25.0,23.0,-2852496,2022-07-28 01:34:12,2022-07-28 01:34:12,ZCMP,400.013,-2852496.0,HSM60,A-,-2852496,202270,MZZ,202270EOT,Z,121Q,14,M,L,UG,3,RW,C,Unsuccessful,121Q,300,2096721_121Q_202270,
29002,2096728,202270,-2852503,202270.0,Bachelor of Science,BLFM,College of Letters & Science,Biological Sciences,N,UG,2022.0,5.0,3.19,,,,21.0,17.0,21.0,-2852503,2022-02-09 01:34:19,2022-02-09 01:34:19,ZCMP,250.005,-2852503.0,HSM60,A,-2852503,202270,MZZ,202270EOT,Z,161Q,1,M,L,UG,4,WD,W,Unsuccessful,161Q,400,2096728_161Q_202270,
29006,2096732,202070,-2852506,202070.0,Bachelor of Science,PBMK,College of Business,Pre-Business,N,UG,,,3.68,1100.0,570.0,530.0,,,,-2852506,2020-05-28 11:03:31,2020-05-28 11:03:31,ZCMP,300.006,,,,-2852506,202170,MZZ,202170EOT,Z,171Q,15,M,L,UG,4,W,W,Unsuccessful,171Q,500,2096732_171Q_202170,
29008,2096759,202070,-2852526,202070.0,Bachelor of Science,US,University College,University Studies,N,UG,,,2.16,1080.0,560.0,520.0,,,,-2852526,2020-05-28 11:03:31,2020-05-28 11:03:31,ZCMP,150.006,,,,-2852526,202170,MZZ,202170EOT,Z,161Q,5,M,L,UG,4,RW,C-,Unsuccessful,161Q,400,2096759_161Q_202170,
29011,2096990,202370,-2852757,202370.0,Bachelor of Science,ENES,College of Agriculture,Environmental Sciences,T,UG,2022.0,6.0,,,,,,,,-2852757,2023-06-30 01:31:51,2023-06-30 01:31:51,ZCMP,400.032,,,,-2852757,202370,MZZ,202370EOT,Z,216Q,8,STAT,L,UG,3,RW,B,Successful,216Q,300,2096990_216Q_202370,40.0
