Unnamed: 0,PIDM,term_code,gid,admit_term,degree.x,major_code,college.x,major.x,stu_type,stu_level.x,high_school_grad_year,high_school_grad_month,hs_gpa,sat_total,sat_new_readwrit,sat_new_math,act_composite,act_eng,act_math,gid_tests,test_date,activity_date,test_code,test_score,gid_hsmath,hsmath_course,hsmath_grade,gid_courses,term,student_campus,event,campus_code,course_number,section_number,subj_code,section_type,credit_levl,course_credits,reg_status,grade,grade_category,course_number_updated,course_level,PIDM_course_number_term,ERM_SCORE
64388,2259391,202270,-3013889,202270.0,Bachelor of Science,BLFM,College of Letters & Science,Biological Sciences,N,UG,2022.0,5.0,3.99,1110.0,580.0,530.0,,,,-3013889,2022-02-09 01:34:55,2022-02-09 01:34:55,ZCMP,300.006,-3013889.0,HSM60,A-,-3013889,202330,MZZ,202330EOT,Z,161Q,6,M,L,UG,4,RW,A,Successful,161Q,400,2259391_161Q_202330,
64390,2259433,202370,-3013931,202370.0,Bachelor of Science,BLFM,College of Letters & Science,Biological Sciences,N,UG,2023.0,6.0,3.86,870.0,500.0,370.0,,,,-3013931,2023-06-29 01:31:49,2023-06-29 01:31:49,ZCMP,250.032,,,,-3013931,202370,MZZ,202370EOT,ZGC,121Q,906,M,L,UG,3,RE,A,Successful,Combo3,250,2259433_121Q_202370,25.0
64394,2259502,202270,-3014000,202270.0,Bachelor of Science,US,University College,University Studies,N,UG,2022.0,6.0,3.8,1170.0,590.0,580.0,19.0,21.0,23.0,-3014000,2022-07-12 12:19:20,2022-07-12 12:19:20,ZCMP,400.013,-3014000.0,HSM50,B+,-3014000,202330,MZZ,202330EOT,Z,161Q,12,M,L,UG,4,RW,A-,Successful,161Q,400,2259502_161Q_202330,40.0
64411,2259521,202270,-3014019,202270.0,Bachelor of Science,BUMG,College of Business,Business,N,UG,2021.0,12.0,3.56,1100.0,530.0,570.0,,,,-3014019,2022-02-09 01:34:55,2022-02-09 01:34:55,ZCMP,300.002,,,,-3014019,202270,MZZ,202270EOT,Z,121Q,2,M,L,UG,3,RW,B+,Successful,121Q,300,2259521_121Q_202270,
64413,2259655,202270,-3014153,202270.0,Bachelor of Science,EE,College of Engineering,Electrical Engineering,N,UG,2022.0,6.0,4.0,,,,27.0,25.0,28.0,-3014153,2022-02-09 01:34:55,2022-02-09 01:34:55,ZCMP,500.001,-3014153.0,HSM80,A,-3014153,202270,MZZ,202270EOT,Z,171Q,24,M,L,UG,4,RE,A,Successful,171Q,500,2259655_171Q_202270,
64426,2259667,202270,-3014165,202270.0,Bachelor of Science,US,University College,University Studies,N,UG,2022.0,6.0,3.62,1140.0,570.0,570.0,,,,-3014165,2022-02-09 01:34:55,2022-02-09 01:34:55,ZCMP,300.002,-3014165.0,HSM80,B,-3014165,202270,MZZ,202270EOT,Z,121Q,12,M,L,UG,3,RW,A,Successful,121Q,300,2259667_121Q_202270,
64449,2259672,202270,-3014170,202270.0,Bachelor of Science,GENG,College of Engineering,General Engineering,N,UG,2022.0,6.0,3.66,,,,,,,-3014170,2022-06-20 01:34:21,2022-06-20 01:34:21,ZCMP,300.032,,,,-3014170,202270,MZZ,202270EOT,Z,151Q,1,M,L,UG,4,RW,C+,Unsuccessful,151Q,400,2259672_151Q_202270,30.0
64453,2259676,202270,-3014174,202270.0,Bachelor of Science,BUMK,College of Business,Business,N,UG,2022.0,5.0,3.48,,,,,,,-3014174,2022-06-22 01:34:20,2022-06-22 01:34:20,ZCMP,300.032,-3014174.0,HSM50,B-,-3014174,202270,MZZ,202270EOT,Z,121Q,11,M,L,UG,3,RE,C+,Unsuccessful,121Q,300,2259676_121Q_202270,30.0
64456,2259677,202170,-3014175,202170.0,Bachelor of Science,PBMG,College of Business,Pre-Business,N,UG,2021.0,5.0,2.26,,,,,,,-3014175,2021-05-26 01:34:29,2021-05-26 01:34:29,ZCMP,300.032,-3014175.0,HSM50,C,-3014175,202170,MZZ,202170EOT,Z,121Q,13,M,L,UG,3,RW,B+,Successful,121Q,300,2259677_121Q_202170,30.0
64463,2259704,202170,-3014198,202170.0,Bachelor of Science,ELED,College of Education/HHD,Elementary Education K-8,N,UG,2021.0,6.0,3.14,,,,,,,-3014198,2021-08-02 01:35:52,2021-08-02 01:35:52,ZCMP,150.032,,,,-3014198,202170,MZZ,202170EOT,ZGC,090,917,M,L,UG,4,RW,B*,Successful,Combo2,100,2259704_090_202170,15.0
64464,2259715,202170,-3014209,202170.0,Bachelor of Science,PBMG,College of Business,Pre-Business,T,UG,,,,,,,,,,-3014209,2021-02-18 01:33:48,2021-02-18 01:33:48,ZCMP,0.0,,,,-3014209,202230,MZZ,202230EOT,Z,216Q,5,STAT,L,UG,3,RW,C,Unsuccessful,216Q,300,2259715_216Q_202230,
64468,2259718,202170,-3014212,202170.0,Bachelor of Science,CE,College of Engineering,Civil Engineering,N,UG,2021.0,6.0,3.77,1100.0,550.0,570.0,,,,-3014212,2021-07-22 01:35:25,2021-07-22 01:35:25,ZCMP,400.014,-3014212.0,HSM70,,-3014212,202170,MZZ,202170EOT,Z,151Q,12,M,L,UG,4,RW,B+,Successful,151Q,400,2259718_151Q_202170,
64479,2259761,202270,-3014255,202270.0,Bachelor of Science,ASEQ,College of Agriculture,Animal Science,N,UG,,,2.8,,,,,,,-3014255,2022-08-11 01:36:33,2022-08-11 01:36:33,ZCMP,300.032,-3014255.0,HSM50,C,-3014255,202270,MZZ,202270EOT,ZGC,121Q,902,M,L,UG,3,RW,F,Unsuccessful,Combo3,250,2259761_121Q_202270,30.0
64481,2259774,202270,-3014267,202270.0,Bachelor of Science,KINE,College of Education/HHD,Kinesiology,N,UG,2022.0,6.0,3.93,1220.0,570.0,650.0,,,,-3014267,2022-03-31 01:37:43,2022-03-31 01:37:43,ZCMP,500.002,-3014267.0,HSM60,A,-3014267,202270,MZZ,202270EOT,Z,161Q,5,M,L,UG,4,RW,A,Successful,161Q,400,2259774_161Q_202270,
64489,2259783,202170,-3014276,202170.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,T,UG,,,,,,,,,,-3014276,2021-08-09 01:34:27,2021-08-09 01:34:27,ZCMP,250.032,,,,-3014276,202170,MZZ,202170EOT,ZGC,121Q,914,M,L,UG,3,RW,A,Successful,Combo3,250,2259783_121Q_202170,25.0
64492,2259787,202170,-3014279,202170.0,Bachelor of Science,RSMG,College of Agriculture,Ranching Systems,N,UG,2017.0,5.0,3.6,,,,,,,-3014279,2021-06-18 01:33:13,2021-06-18 01:33:13,ZCMP,250.032,-3014279.0,HSM60,,-3014279,202230,MZZ,202230EOT,ZGC,121Q,911,M,L,UG,3,RW,C+,Unsuccessful,Combo3,250,2259787_121Q_202230,25.0
64495,2259802,202170,-3014294,202170.0,Bachelor of Science,ESSS,College of Letters & Science,Earth Sciences,N,UG,,,3.6,,,,,,,-3014294,2021-08-12 01:34:29,2021-08-12 01:34:29,ZCMP,400.032,-3014294.0,HSM60,,-3014294,202170,MZZ,202170EOT,Z,151Q,12,M,L,UG,4,W,W,Unsuccessful,151Q,400,2259802_151Q_202170,40.0
64497,2259805,202170,-3014297,202170.0,Bachelor of Science,PMED,College of Letters & Science,Pre-Medicine,N,UG,2021.0,6.0,3.86,1220.0,660.0,560.0,,,,-3014297,2021-08-13 01:34:18,2021-08-13 01:34:18,ZCMP,400.014,-3014297.0,HSM50,B,-3014297,202170,MZZ,202170EOT,Z,216Q,8,STAT,L,UG,3,RW,C,Unsuccessful,216Q,300,2259805_216Q_202170,40.0
64501,2259810,202270,-3014302,202270.0,Bachelor of Science,RSMG,College of Agriculture,Ranching Systems,N,UG,2022.0,6.0,4.0,,,,,,,-3014302,2022-05-28 01:34:04,2022-05-28 01:34:04,ZCMP,300.032,-3014302.0,HSM50,B-,-3014302,202270,MZZ,202270EOT,Z,121Q,4,M,L,UG,3,W,W,Unsuccessful,121Q,300,2259810_121Q_202270,30.0
64503,2259824,202170,-3014316,202170.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,2021.0,6.0,3.56,,,,29.0,28.0,26.0,-3014316,2021-08-07 01:34:18,2021-08-07 01:34:18,ZCMP,450.032,-3014316.0,HSM50,B-,-3014316,202170,MZZ,202170EOT,Z,171Q,92,M,L,UG,4,RW,B,Successful,171Q,500,2259824_171Q_202170,40.0
64515,2259841,202170,-3014333,202170.0,Bachelor of Science,PBMG,College of Business,Pre-Business,N,UG,2021.0,5.0,3.26,,,,,,,-3014333,2021-08-09 01:34:27,2021-08-09 01:34:27,ZCMP,150.032,-3014333.0,HSM80,,-3014333,202170,MZZ,202170EOT,ZGO,090,891,M,L,UG,4,RW,B*,Successful,090,150,2259841_090_202170,15.0
64519,2259850,202170,-3014342,202170.0,Bachelor of Science,HEKI,College of Education/HHD,Health and Human Performance,N,UG,2021.0,6.0,3.05,,,,,,,-3014342,2021-07-16 01:35:36,2021-07-16 01:35:36,ZCMP,300.032,-3014342.0,HSM50,C,-3014342,202170,MZZ,202170EOT,Z,121Q,13,M,L,UG,3,RE,F,Unsuccessful,121Q,300,2259850_121Q_202170,30.0
64530,2259854,202170,-3014346,202170.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,,,2.79,,,,,,,-3014346,2021-07-12 01:33:46,2021-07-12 01:33:46,ZCMP,150.032,-3014346.0,HSM50,D,-3014346,202170,MZZ,202170EOT,ZGC,090,909,M,L,UG,4,RE,A*,Successful,Combo2,100,2259854_090_202170,15.0
64533,2260047,202270,-3014539,202270.0,Bachelor of Arts,HIST,College of Letters & Science,History,N,UG,2022.0,5.0,3.88,,,,,,,-3014539,2022-05-31 01:33:44,2022-05-31 01:33:44,ZCMP,150.032,-3014539.0,HSM50,B-,-3014539,202330,MZZ,202330EOT,ZGC,105Q,903,M,L,UG,3,RE,A,Successful,Combo1,150,2260047_105Q_202330,15.0
64534,2260183,202270,-3014675,202270.0,Bachelor of Science,ASEQ,College of Agriculture,Animal Science,N,UG,,,3.78,,,,17.0,14.0,18.0,-3014675,2022-02-09 01:34:55,2022-02-09 01:34:55,ZCMP,150.001,-3014675.0,HSM50,A,-3014675,202270,MZZ,202270EOT,ZGC,090,916,M,L,UG,4,RW,B*,Successful,Combo2,100,2260183_090_202270,
64538,2260283,202270,-3014769,202270.0,Bachelor of Science,BUAC,College of Business,Business,N,UG,2021.0,5.0,3.9,,,,,,,-3014769,2021-02-20 01:33:05,2021-02-20 01:33:05,ZCMP,0.0,-3014769.0,HSM50,A,-3014769,202270,MZZ,202270EOT,Z,121Q,3,M,L,UG,3,RE,B,Successful,121Q,300,2260283_121Q_202270,
64540,2260284,202370,-3014770,202370.0,Bachelor of Science,BUMG,College of Business,Business,T,UG,,,2.7,,,,,,,-3014770,2021-03-02 01:34:04,2021-03-02 01:34:04,ZCMP,0.0,,,,-3014770,202370,MZZ,202370EOT,Z,161Q,3,M,L,UG,4,RE,F,Unsuccessful,161Q,400,2260284_161Q_202370,
64541,2260288,202230,-3014774,202230.0,Bachelor of Science,ASSE,College of Agriculture,Animal Science,T,UG,,,,,,,,,,-3014774,2021-11-19 01:32:32,2021-11-19 01:32:32,ZCMP,100.032,,,,-3014774,202330,MZZ,202330EOT,Z,216Q,4,STAT,L,UG,3,RW,C+,Unsuccessful,216Q,300,2260288_216Q_202330,10.0
64543,2260308,202170,-3014794,202170.0,Bachelor of Science,COMH,College of Education/HHD,Community Health,T,UG,,,,,,,,,,-3014794,2021-05-18 01:34:59,2021-05-18 01:34:59,ZCMP,300.032,,,,-3014794,202250,MZZ,202250EOT,ZO,105Q,801,M,L,UG,3,RE,A,Successful,105Q,290,2260308_105Q_202250,30.0
64546,2260309,202170,-3014795,202170.0,Bachelor of Science,EE,College of Engineering,Electrical Engineering,N,UG,2021.0,6.0,3.6,,,,,,,-3014795,2021-07-14 01:34:40,2021-07-14 01:34:40,ZCMP,400.032,-3014795.0,HSM50,A-,-3014795,202170,MZZ,202170EOT,Z,151Q,2,M,L,UG,4,RW,B,Successful,151Q,400,2260309_151Q_202170,40.0
64555,2260313,202170,-3014799,202170.0,Bachelor of Science,PBMK,College of Business,Pre-Business,N,UG,2021.0,6.0,2.9,,,,,,,-3014799,2021-08-12 01:34:29,2021-08-12 01:34:29,ZCMP,400.032,-3014799.0,HSM50,B,-3014799,202170,MZZ,202170EOT,Z,161Q,7,M,L,UG,4,W,W,Unsuccessful,161Q,400,2260313_161Q_202170,40.0
64558,2260315,202170,-3014801,202170.0,Bachelor of Science,ESPL,College of Letters & Science,Earth Sciences,T,UG,,,,,,,,,,-3014801,2021-03-18 01:32:46,2021-03-18 01:32:46,ZCMP,0.0,,,,-3014801,202170,MZZ,202170EOT,Z,171Q,92,M,L,UG,4,W,W,Unsuccessful,171Q,500,2260315_171Q_202170,
64565,2260475,202270,-3014961,202270.0,Bachelor of Science,BUMG,College of Business,Business,N,UG,2022.0,5.0,3.39,,,,,,,-3014961,2022-06-14 12:38:12,2022-06-14 12:38:12,ZCMP,100.032,-3014961.0,HSM50,C,-3014961,202270,MZZ,202270EOT,ZGC,090,922,M,L,UG,4,RW,C+*,Unsuccessful,Combo2,100,2260475_090_202270,10.0
64582,2260679,202370,-3015165,202370.0,Bachelor of Science,GENG,College of Engineering,General Engineering,N,UG,2023.0,6.0,3.66,,,,,,,-3015165,2023-06-22 01:31:50,2023-06-22 01:31:50,ZCMP,400.032,-3015165.0,HSM60,B,-3015165,202370,MZZ,202370EOT,Z,171Q,3,M,L,UG,4,RW,B-,Successful,171Q,500,2260679_171Q_202370,40.0
64590,2260682,202270,-3015168,202270.0,Bachelor of Science,CE,College of Engineering,Civil Engineering,N,UG,2022.0,5.0,3.84,,,,17.0,15.0,17.0,-3015168,2022-07-19 01:33:24,2022-07-19 01:33:24,ZCMP,400.032,,,,-3015168,202270,MZZ,202270EOT,Z,151Q,10,M,L,UG,4,RW,B,Successful,151Q,400,2260682_151Q_202270,40.0
64593,2260830,202370,-3015316,202370.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,2023.0,5.0,3.99,,,,28.0,24.0,28.0,-3015316,2023-05-16 01:31:48,2023-05-16 01:31:48,ZCMP,500.001,-3015316.0,HSM80,B+,-3015316,202370,MZZ,202370EOT,Z,171Q,12,M,L,UG,4,RW,C,Unsuccessful,171Q,500,2260830_171Q_202370,
64601,2260895,202370,-3015381,202370.0,Bachelor of Science,KINE,College of Education/HHD,Kinesiology,N,UG,2023.0,5.0,4.0,1390.0,730.0,660.0,,,,-3015381,2023-02-23 01:32:00,2023-02-23 01:32:00,ZCMP,500.002,-3015381.0,HSM60,A,-3015381,202370,MZZ,202370EOT,Z,161Q,5,M,L,UG,4,RW,A,Successful,161Q,400,2260895_161Q_202370,
64605,2260900,202270,-3015386,202270.0,Bachelor of Arts,PFLM,College of Arts & Architecture,Film Foundations,N,UG,2022.0,5.0,3.98,,,,29.0,34.0,25.0,-3015386,2021-11-23 01:38:55,2021-11-23 01:38:55,ZCMP,400.001,-3015386.0,HSM50,A,-3015386,202270,MZZ,202270EOT,Z,105Q,3,M,L,UG,3,RW,A,Successful,105Q,290,2260900_105Q_202270,
64609,2261006,202230,-3015492,202230.0,Non Degree,NDDE,Gallatin College,Non-Degree Dual Enrolled HS,H,UG,2022.0,6.0,3.72,,,,22.0,21.0,25.0,-3015492,2021-12-16 01:36:53,2021-12-16 01:36:53,ZCMP,400.001,-3015492.0,HSM50,A-,-3015492,202230,MGG,202230EOT,DC,105Q,52,M,L,UG,3,RE,A,Successful,105Q,290,2261006_105Q_202230,
64622,2261055,202270,-3015541,202270.0,Bachelor of Science,CE,College of Engineering,Civil Engineering,N,UG,2022.0,6.0,3.9,,,,22.0,15.0,26.0,-3015541,2022-07-19 01:32:51,2022-07-19 01:32:51,ZCMP,450.013,-3015541.0,HSM80,A-,-3015541,202270,MZZ,202270EOT,Z,151Q,12,M,L,UG,4,RW,B-,Successful,151Q,400,2261055_151Q_202270,
64633,2261069,202270,-3015555,202270.0,Bachelor of Science,US,University College,University Studies,N,UG,2022.0,6.0,4.08,,,,,,,-3015555,2022-08-05 01:38:32,2022-08-05 01:38:32,ZCMP,400.032,-3015555.0,HSM60,B+,-3015555,202270,MZZ,202270EOT,Z,151Q,1,M,L,UG,4,RW,A,Successful,151Q,400,2261069_151Q_202270,40.0
64641,2261078,202270,-3015564,202270.0,Associate of Science,AS,Gallatin College,Associate of Science,N,UG,2022.0,5.0,3.54,,,,,,,-3015564,2022-06-17 01:35:26,2022-06-17 01:35:26,ZCMP,400.032,-3015564.0,HSM50,D,-3015564,202330,MGG,202330EOT,Z,161Q,15,M,L,UG,4,W,W,Unsuccessful,161Q,400,2261078_161Q_202330,40.0
64644,2261089,202270,-3015575,202270.0,Bachelor of Science,US,University College,University Studies,N,UG,2022.0,6.0,3.11,,,,24.0,26.0,22.0,-3015575,2022-02-24 01:33:02,2022-02-24 01:33:02,ZCMP,290.005,,,,-3015575,202330,MZZ,202330EOT,ZGC,121Q,916,M,L,UG,3,RW,A,Successful,Combo3,250,2261089_121Q_202330,15.0
64646,2261096,202270,-3015582,202270.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,2022.0,6.0,3.77,,,,28.0,26.0,27.0,-3015582,2022-02-09 01:34:56,2022-02-09 01:34:56,ZCMP,500.001,-3015582.0,HSM50,A-,-3015582,202270,MZZ,202270EOT,Z,171Q,13,M,L,UG,4,RW,F,Unsuccessful,171Q,500,2261096_171Q_202270,
64670,2261130,202270,-3015616,202270.0,Bachelor of Science,BUMK,College of Business,Business,N,UG,2022.0,6.0,3.03,,,,19.0,20.0,16.0,-3015616,2022-06-14 01:34:32,2022-06-14 01:34:32,ZCMP,150.005,-3015616.0,HSM50,D+,-3015616,202270,MZZ,202270EOT,ZGC,090,909,M,L,UG,4,W,W*,Unsuccessful,Combo2,100,2261130_090_202270,
64673,2261142,202370,-3015628,202370.0,Bachelor of Arts,PEVD,College of Arts & Architecture,Environmental Dsgn Foundations,N,UG,2022.0,5.0,3.55,,,,24.0,20.0,25.0,-3015628,2022-02-09 01:34:56,2022-02-09 01:34:56,ZCMP,400.001,,,,-3015628,202370,MZZ,202370EOT,Z,151Q,4,M,L,UG,4,RW,B-,Successful,151Q,400,2261142_151Q_202370,
64674,2261189,202370,-3015671,202370.0,Bachelor of Science,BUFN,College of Business,Business,N,UG,2022.0,6.0,3.7,,,,,,,-3015671,2023-07-01 01:31:55,2023-07-01 01:31:55,ZCMP,300.032,-3015671.0,HSM60,C+,-3015671,202370,MZZ,202370EOT,Z,121Q,16,M,L,UG,3,RE,C,Unsuccessful,121Q,300,2261189_121Q_202370,30.0
64676,2261200,202370,-3015682,202370.0,Bachelor of Science,CHE,College of Engineering,Chemical Engineering,T,UG,,,,1050.0,520.0,530.0,21.0,17.0,22.0,-3015682,2023-06-20 01:32:11,2023-06-20 01:32:11,ZCMP,450.064,,,,-3015682,202370,MZZ,202370EOT,Z,171Q,10,M,L,UG,4,W,W,Unsuccessful,171Q,500,2261200_171Q_202370,40.0
64678,2261202,202170,-3015684,202170.0,Associate of Arts,AA,Gallatin College,Associate of Arts,N,UG,2021.0,5.0,2.64,,,,,,,-3015684,2021-07-08 01:34:39,2021-07-08 01:34:39,ZCMP,150.032,,,,-3015684,202270,MGG,202270EOT,ZGC,105Q,901,M,L,UG,3,RE,C,Unsuccessful,Combo1,150,2261202_105Q_202270,15.0
64679,2261211,202170,-3015693,202170.0,Bachelor of Science,US,University College,University Studies,T,UG,,,,,,,,,,-3015693,2021-06-05 01:34:20,2021-06-05 01:34:20,ZCMP,500.032,,,,-3015693,202170,MZZ,202170EOT,Z,121Q,6,M,L,UG,3,RW,A,Successful,121Q,300,2261211_121Q_202170,40.0
64684,2261216,202170,-3015698,202170.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,2021.0,5.0,2.73,,,,,,,-3015698,2021-06-24 01:34:39,2021-06-24 01:34:39,ZCMP,150.032,-3015698.0,HSM50,C+,-3015698,202170,MZZ,202170EOT,ZGC,090,911,M,L,UG,4,RW,B*,Successful,Combo2,100,2261216_090_202170,15.0
64688,2261237,202170,-3015719,202170.0,Bachelor of Science,PMBS,College of Letters & Science,Pre-Medicine,T,UG,,,,,,,,,,-3015719,2021-06-03 01:34:34,2021-06-03 01:34:34,ZCMP,400.032,,,,-3015719,202170,MZZ,202170EOT,Z,216Q,15,STAT,L,UG,3,RW,A,Successful,216Q,300,2261237_216Q_202170,40.0
64689,2261244,202170,-3015726,202170.0,Bachelor of Science,PUSS,University College,Pre-University Studies,N,UG,2021.0,6.0,2.15,,,,,,,-3015726,2021-08-21 01:33:16,2021-08-21 01:33:16,ZCMP,150.032,-3015726.0,HSM50,,-3015726,202170,MZZ,202170EOT,ZGC,090,908,M,L,UG,4,RE,F*,Unsuccessful,Combo2,100,2261244_090_202170,15.0
64690,2261250,202170,-3015732,202170.0,Bachelor of Science,PBMK,College of Business,Pre-Business,T,UG,,,,,,,,,,-3015732,2021-03-03 01:34:18,2021-03-03 01:34:18,ZCMP,0.0,,,,-3015732,202170,MZZ,202170EOT,Z,161Q,3,M,L,UG,4,W,W,Unsuccessful,161Q,400,2261250_161Q_202170,
64692,2261254,202170,-3015736,202170.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,,,3.81,,,,22.0,23.0,24.0,-3015736,2021-11-23 01:38:55,2021-11-23 01:38:55,ZCMP,400.013,-3015736.0,HSM60,A,-3015736,202170,MZZ,202170EOT,Z,151Q,11,M,L,UG,4,RW,C+,Unsuccessful,151Q,400,2261254_151Q_202170,
64739,2261255,202170,-3015737,202170.0,Bachelor of Science,US,University College,University Studies,N,UG,2021.0,5.0,3.09,,,,,,,-3015737,2021-08-23 01:33:09,2021-08-23 01:33:09,ZCMP,150.032,-3015737.0,HSM50,,-3015737,202170,MZZ,202170EOT,ZGC,090,917,M,L,UG,4,RE,F*,Unsuccessful,Combo2,100,2261255_090_202170,15.0
64740,2261265,202270,-3015747,202270.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,2022.0,5.0,3.34,,,,,,,-3015747,2022-06-28 01:33:58,2022-06-28 01:33:58,ZCMP,300.032,,,,-3015747,202270,MZZ,202270EOT,Z,121Q,3,M,L,UG,3,RE,F,Unsuccessful,121Q,300,2261265_121Q_202270,30.0
64742,2261299,202170,-3015781,202170.0,Bachelor of Science,PBFN,College of Business,Pre-Business,N,UG,2021.0,6.0,2.62,,,,24.0,22.0,24.0,-3015781,2021-02-20 01:33:05,2021-02-20 01:33:05,ZCMP,300.001,-3015781.0,HSM80,,-3015781,202170,MZZ,202170EOT,Z,121Q,10,M,L,UG,3,W,W,Unsuccessful,121Q,300,2261299_121Q_202170,
64750,2261310,202230,-3015792,202230.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,2021.0,5.0,3.81,,,,,,,-3015792,2021-09-16 01:31:44,2021-09-16 01:31:44,ZCMP,0.0,-3015792.0,HSM80,B+,-3015792,202330,MZZ,202330EOT,Z,216Q,1,STAT,L,UG,3,RW,A-,Successful,216Q,300,2261310_216Q_202330,
64758,2261319,202270,-3015801,202270.0,Bachelor of Science,CLBA,College of Agriculture,Cell Biology and Neuroscience,N,UG,2022.0,5.0,4.0,,,,31.0,31.0,29.0,-3015801,2022-04-15 01:34:30,2022-04-15 01:34:30,ZCMP,500.001,-3015801.0,HSM50,A+,-3015801,202270,MZZ,202270EOT,Z,216Q,9,STAT,L,UG,3,RW,B+,Successful,216Q,300,2261319_216Q_202270,
64763,2261323,202370,-3015805,202370.0,Bachelor of Science,CHE,College of Engineering,Chemical Engineering,N,UG,,,4.02,1110.0,560.0,550.0,,,,-3015805,2023-06-23 01:32:52,2023-06-23 01:32:52,ZCMP,400.032,-3015805.0,HSM60,,-3015805,202370,MZZ,202370EOT,Z,151Q,9,M,L,UG,4,RW,B-,Successful,151Q,400,2261323_151Q_202370,40.0
64767,2261324,202370,-3015806,202370.0,Bachelor of Science,CSIN,College of Engineering,Computer Science,N,UG,2023.0,6.0,3.2,,,,22.0,21.0,24.0,-3015806,2023-08-04 01:33:59,2023-08-04 01:33:59,ZCMP,450.064,-3015806.0,HSM80,B,-3015806,202370,MZZ,202370EOT,Z,171Q,92,M,L,UG,4,RE,C,Unsuccessful,171Q,500,2261324_171Q_202370,40.0
64770,2261326,202370,-3015808,202370.0,Bachelor of Arts,LSEN,College of Letters & Science,Liberal Studies,N,UG,,,3.82,,,,,,,-3015808,2023-05-04 01:33:43,2023-05-04 01:33:43,ZCMP,100.032,,,,-3015808,202370,MZZ,202370EOT,ZGC,105Q,905,M,L,UG,3,RE,B,Successful,Combo1,150,2261326_105Q_202370,10.0
64773,2261329,202370,-3015810,202370.0,Bachelor of Science,KINE,College of Education/HHD,Kinesiology,N,UG,,,3.12,,,,,,,-3015810,2023-06-01 01:31:49,2023-06-01 01:31:49,ZCMP,150.032,,,,-3015810,202370,MZZ,202370EOT,ZGC,090,912,M,L,UG,4,RW,A*,Successful,Combo2,100,2261329_090_202370,15.0
64776,2261342,202330,-3015822,202330.0,Bachelor of Science,AGBU,College of Agriculture,Agricultural Business,T,UG,,,,,,,,,,-3015822,2022-12-28 01:32:10,2022-12-28 01:32:10,ZCMP,250.032,,,,-3015822,202350,MZZ,202350EOT,ZGO,121Q,892,M,L,UG,3,RW,B,Successful,121Q,300,2261342_121Q_202350,25.0
64779,2261360,202170,-3015840,202170.0,Bachelor of Science,ELED,College of Education/HHD,Elementary Education K-8,T,UG,2019.0,6.0,3.015,,,,31.0,31.0,28.0,-3015840,2021-03-10 01:33:38,2021-03-10 01:33:38,ZCMP,500.001,-3015840.0,HSM60,,-3015840,202230,MZZ,202230EOT,Z,132,1,M,L,UG,3,RW,B-,Successful,132,300,2261360_132_202230,
64784,2261365,202170,-3015845,202170.0,Bachelor of Science,CSPR,College of Engineering,Computer Science,T,UG,,,,,,,,,,-3015845,2021-05-11 11:27:41,2021-05-11 11:27:41,ZCMP,100.032,,,,-3015845,202170,MZZ,202170EOT,ZGC,090,921,M,L,UG,4,RW,A*,Successful,Combo2,100,2261365_090_202170,10.0
64793,2261372,202170,-3015852,202170.0,Bachelor of Science,CHBC,College of Letters & Science,Chemistry,T,UG,2019.0,5.0,,1080.0,490.0,590.0,,,,-3015852,2021-08-13 01:34:18,2021-08-13 01:34:18,ZCMP,400.002,,,,-3015852,202170,MZZ,202170EOT,Z,216Q,14,STAT,L,UG,3,RW,C+,Unsuccessful,216Q,300,2261372_216Q_202170,
64794,2261390,202250,-3015870,202250.0,Non Degree,NONU,University College,Non-Degree Undergraduate,X,UG,2021.0,5.0,4.0,1250.0,630.0,620.0,,,,-3015870,2021-02-25 01:34:33,2021-02-25 01:34:33,ZCMP,400.002,-3015870.0,HSM50,B+,-3015870,202250,MZZ,202250EOT,Z,151Q,1,M,L,UG,4,RW,A,Successful,151Q,400,2261390_151Q_202250,40.0
64810,2261413,202270,-3015893,202270.0,Certificate,BMGT,Gallatin College,Business Mgmt Professional,N,UG,2022.0,5.0,3.43,,,,,,,-3015893,2022-06-10 01:35:50,2022-06-10 01:35:50,ZCMP,300.032,-3015893.0,HSM50,B,-3015893,202370,MZZ,202370EOT,Z,121Q,7,M,L,UG,3,RE,C,Unsuccessful,121Q,300,2261413_121Q_202370,30.0
64811,2261428,202270,-3015901,202270.0,Bachelor of Arts,PPHT,College of Arts & Architecture,Photography Foundations,N,UG,2022.0,5.0,3.94,,,,22.0,21.0,23.0,-3015901,2022-02-09 01:34:56,2022-02-09 01:34:56,ZCMP,300.001,-3015901.0,HSM50,A,-3015901,202270,MZZ,202270EOT,Z,216Q,10,STAT,L,UG,3,RW,C,Unsuccessful,216Q,300,2261428_216Q_202270,
